Terrain_Type,Timestamp,Weather_Condition,Irradiance_W_m2,Panel_Bus_Voltage,Shunt_Current,Temperature_Ambient,Temperature_Panel,Humidity_Relative,Atm_Pressure,Altitude_Approx,Panel_Tilt_Angle_Z,Dust_Density_g_m2,RGB_Red,RGB_Green,RGB_Blue,Motion_Detected,Current_Predicted,Voltage_Predicted,Power_Predicted,Efficiency_Predicted,Efficiency_Drop_Percent,Ideal_Max_Power,Heat_Dissipation_C,Root_Cause_Class,Recommended_Action
Himalayan,2025-05-14 11:00:00,,725.23185419035,0.0,0.0,13.915875336940324,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,7.038026956482714,28.329808583873948,199.38595648530023,18.31164648651802,8.776885537178359,217.56955625710498,-13.915875336940324,Normal_Operation,No action required. System healthy.
Coastal,2025-05-14 12:00:00,,788.0752353007431,0.0,0.0,0.0,0.0,85.75595392765405,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Wind_High,7.20118414835953,27.816964964112174,200.315087155037,16.931190178128666,15.62929899332579,236.4225705902229,0.0,High_Temperature_Loss,Monitor ventilation. Consider surface cooling.
Coastal,2025-05-14 13:00:00,,508.1858811220662,0.0,0.0,0.0,0.0,80.91427808271477,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,4.604844340016841,27.347704477464656,125.93192217550636,16.49880994966099,17.936010602206707,152.45576433661984,0.0,High_Temperature_Loss,Monitor ventilation. Consider surface cooling.
Himalayan,2025-05-14 14:00:00,,815.1477246707511,0.0,0.0,-9.368635957721102,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,8.105736289167833,29.663979025839453,240.44839127086033,19.648945791593402,2.0753590163677615,244.54431740122533,9.368635957721102,Normal_Operation,No action required. System healthy.
Coastal,2025-05-14 15:00:00,,1000.0,0.0,0.0,0.0,0.0,81.41572472877854,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Wind_High,9.14215854451073,27.58260681948154,252.1645646146031,16.79977112688895,16.224397138005607,300.0,0.0,High_Temperature_Loss,Monitor ventilation. Consider surface cooling.
Desert,2025-05-14 16:00:00,,758.3808665306369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1632932980311,0.4560783743856325,0.2755672301694133,0.20622189497833684,Stable,3.3600024839810967,13.138153880925689,44.1442296748362,3.877159882982061,80.68206785750716,227.51425995919107,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-05-14 17:00:00,,1020.837071179609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.176228247846307,0.3714792587580507,0.28670723522765706,0.21767708952398454,Stable,4.7015702757045865,13.413446976268666,63.06426359836433,4.115779594458665,79.47468399123309,306.2511213538827,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Plain,2025-05-14 18:00:00,,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,10.753543776476418,28.474355615106372,306.2002296140035,18.54634946178095,7.492377760119795,330.0,0.0,Normal_Operation,No action required. System healthy.
Coastal,2025-05-14 19:00:00,,738.7113951874511,0.0,0.0,0.0,0.0,90.45932634674736,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,5.128820458071041,20.286477744464236,104.04570207801103,9.381371312451307,53.26171137714791,221.61341855623533,0.0,Temperature_Severe,⚠️ WARNING: Critical temperature. Check cooling/ventilation.
Plain,2025-05-14 20:00:00,,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,10.571500001737649,28.229311263108748,298.42616406700677,18.075479349909557,9.841038046221517,330.0,0.0,Normal_Operation,No action required. System healthy.
Coastal,2025-05-14 21:00:00,,123.85081425453222,0.0,0.0,0.0,0.0,83.69019965211692,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Wind_High,1.1733466245786015,28.45859562818324,33.39179712057615,17.877970157838433,12.484383853715409,37.15524427635967,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-05-14 22:00:00,,562.6569313993409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,5.4092294275951955,27.302865170046044,147.68746173547697,17.4781081711607,13.02120022315696,168.79707941980226,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-05-14 23:00:00,,1024.7769985622303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,6.674891606597004,19.8108407630948,132.23521472921126,8.59694323625238,57.12677565600555,307.4330995686691,0.0,Temperature_Severe,⚠️ WARNING: Critical temperature. Check cooling/ventilation.
Plain,2025-05-15 00:00:00,,776.6336379517801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,7.4956483811184125,27.63105760541802,207.1126922086412,17.763421333904024,11.48655441678864,232.99009138553401,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-05-15 01:00:00,,799.8191632275499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,7.8167532484743125,27.429310026647602,214.40814825420668,17.856501659959886,11.013931902800888,239.94574896826495,0.0,Normal_Operation,No action required. System healthy.
Coastal,2025-05-15 02:00:00,,422.043265572972,0.0,0.0,0.0,0.0,92.14054558647368,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Wind_High,4.204156969064969,27.624547879200538,116.13793548360985,18.31641142477659,8.99206665167248,126.6129796718916,0.0,Normal_Operation,No action required. System healthy.
Coastal,2025-05-15 03:00:00,,768.1322120546636,0.0,0.0,0.0,0.0,87.82013980979227,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Wind_High,7.378714860379016,28.75919287189538,212.20588381636068,18.401508265230778,8.31049419079588,230.43966361639906,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-05-15 04:00:00,,927.520967806735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.351162792393694,0.4630630854302592,0.26652559174989093,0.22038097697563125,Sand_Drift,3.3723635613073393,10.606741816997072,35.769789607835726,2.5691493314013942,87.19105322067178,278.2562903420205,0.0,Temperature_Severe,⚠️ WARNING: Critical temperature. Check cooling/ventilation.
Plain,2025-05-15 05:00:00,,361.54583367133426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,3.546468559678702,28.567819664110992,101.3148742573406,18.647409860748958,7.444360198249256,108.46375010140028,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-05-15 06:00:00,,665.9228469223608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,6.087581978815441,27.53243391460738,167.60594853149098,16.76253477486947,16.52127965534518,199.77685407670825,0.0,High_Temperature_Loss,Monitor ventilation. Consider surface cooling.
Plain,2025-05-15 07:00:00,,537.4352819326871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,4.903332766060006,28.17137810818272,138.13364134291788,17.113689045043262,14.853514396993505,161.2305845798061,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-05-15 08:00:00,,865.6117629786619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,8.539654472273751,28.43642647697873,242.83725653961514,18.688160621294124,6.84595318688801,259.6835288935986,0.0,Normal_Operation,No action required. System healthy.
Himalayan,2025-05-15 09:00:00,,766.9996041472174,0.0,0.0,-1.6828675656089853,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,7.468317135974296,29.500132189902214,220.31634274735362,19.132996643951632,4.666180890598726,230.0998812441652,1.6828675656089853,Normal_Operation,No action required. System healthy.
Plain,2025-05-15 10:00:00,,914.216100080561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,5.921534540218441,19.222715160165798,113.82797177770243,8.294539724283013,58.64783315481738,274.2648300241683,0.0,Temperature_Severe,⚠️ WARNING: Critical temperature. Check cooling/ventilation.
Desert,2025-05-15 11:00:00,,906.7203684581909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.970903030199619,0.45938547240639627,0.26295728867596696,0.23217682930984784,Stable,5.546151955649268,17.344345886018793,96.19437785520047,7.0675007195772865,64.76604341559441,272.0161105374573,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Plain,2025-05-15 12:00:00,,285.1027297967377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,2.7411512002049,27.731391348225756,76.01593667754081,17.73363129345807,12.151603775864405,85.53081893902132,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-05-15 13:00:00,,695.5930271991459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,6.295894379765978,29.014746514392275,182.67377951029684,17.49096217208315,12.878862101616228,208.67790815974377,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-05-15 14:00:00,,1089.5780759865181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.08747358201959,0.5075885734693437,0.3552740676171057,0.22854616745147868,Stable,7.48202922616094,19.83030567473537,148.3709266220752,9.07263729065729,54.74749817876807,326.87342279595543,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-05-15 15:00:00,,748.506869598576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.40470124856041,0.4761081935194209,0.17616592219849886,0.28805855065368324,Stable,1.1728362769641916,4.655752586038635,5.4604355294759594,0.48590749362710256,97.57907974408117,224.5520608795728,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Plain,2025-05-15 16:00:00,,924.3723009588505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,8.899989138670627,27.343025911578152,243.35263363143505,17.53818971584134,12.561116861489863,277.31169028765515,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-05-15 17:00:00,,662.664207537311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,6.474167701743874,28.757900871396824,186.18347299154934,18.711976202924532,6.814734506799292,198.7992622611933,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-05-15 18:00:00,,790.6905911018966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.869984594078538,0.3880294176472454,0.2771493090073901,0.28359381582462995,Stable,1.2697110940458198,5.084755575057552,6.456170564161907,0.5438900910036302,97.28968260465031,237.20717733056898,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Plain,2025-05-15 19:00:00,,845.8127290004729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,7.874524089341752,27.1185830950924,213.5459358511211,16.8183606078065,16.17227968836985,253.74381870014187,0.0,High_Temperature_Loss,Monitor ventilation. Consider surface cooling.
Plain,2025-05-15 20:00:00,,770.2330935254168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,6.937474318628405,29.561720900169178,205.08367955938425,17.73543852258076,11.628498670254196,231.06992805762505,0.0,Normal_Operation,No action required. System healthy.
Himalayan,2025-05-15 21:00:00,,756.1164883156657,0.0,0.0,-3.4976891366276126,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,5.109030199061627,19.704982368124185,100.67334999072337,8.868533372951344,55.81303415494014,226.83494649469972,3.4976891366276126,Temperature_Severe,⚠️ WARNING: Critical temperature. Check cooling/ventilation.
Desert,2025-05-15 22:00:00,,773.0232233334584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.673007583522704,0.5001134636309257,0.3112705071314996,0.17332496945940118,Sand_Drift,3.3507361148668666,12.787879358258804,42.8488091982783,3.692160537195023,81.60260736284827,231.90696700003753,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-05-15 23:00:00,,598.0637934159965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.901035065500114,0.42929677835998387,0.3848395549370144,0.22032048203047178,Stable,0.8089166700291645,4.2500069459301875,3.4379014663026664,0.3827990161970397,98.0944918017344,179.41913802479897,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-05-16 00:00:00,,919.9226300124398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.473086615644867,0.5360132654427467,0.24323873220557787,0.31252786232552,Stable,2.9435885845817373,9.517597597672907,28.015891641152535,2.0288375241247345,89.88511212729271,275.97678900373194,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-05-16 01:00:00,,821.5721119445569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.37715075215083,0.43226100563248215,0.23471643264818792,0.26470124798054573,Stable,5.463485134273343,19.715992189955614,107.71803023727183,8.733718480107816,56.47257478462302,246.47163358336707,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-05-16 02:00:00,,790.0648787262334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.354363981652547,0.4394354321103372,0.25699498393359677,0.26672353525292425,Stable,4.862193674503977,18.567573087755346,90.27913641817432,7.611444275382258,62.07069159557741,237.01946361787,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Coastal,2025-05-16 03:00:00,,1000.0,0.0,0.0,0.0,0.0,83.82100021910132,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Wind_High,9.742259548837557,29.51529823274577,287.54569604475574,19.156941775133625,4.469868423669188,300.0,0.0,Normal_Operation,No action required. System healthy.
Coastal,2025-05-16 04:00:00,,1000.0,0.0,0.0,0.0,0.0,88.8634494037776,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,9.624649059018257,29.510529649653545,284.02849142366836,18.922617683122475,5.638374942302871,300.0,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-05-16 05:00:00,,768.3320463905253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,7.256143735415706,28.843858875391252,209.29518588388495,18.144389782901083,9.59156158300052,230.49961391715757,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-05-16 06:00:00,,762.9862310524046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.322216877392755,0.4089039833713124,0.33508526983947756,0.2619489209031881,Stable,1.3124627017359225,5.281331507751469,6.931550619426546,0.6051222695660256,96.9849172844827,228.89586931572137,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-05-16 07:00:00,,897.3379961372409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.60104404299257,0.4250700982162913,0.3062642731639345,0.2369169456978771,Stable,2.964811401347339,9.875978092548731,29.280412448245023,2.1737387091673956,89.16348598718528,269.20139884117225,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Himalayan,2025-05-16 08:00:00,,908.7225753825556,0.0,0.0,-8.796844309628726,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,8.983286305787553,28.890386847056313,259.53061653206584,19.026001520701097,5.148133262478449,272.61677261476666,8.796844309628726,Normal_Operation,No action required. System healthy.
Desert,2025-05-16 09:00:00,,780.2190728161859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.863672533147025,0.41185296583339426,0.22786821644934097,0.24794761046801164,Stable,1.789036164447046,6.712779456614595,12.009405211840702,1.025280618715018,94.89104361214905,234.06572184485574,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-05-16 10:00:00,,933.2351291412358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.965392992676886,0.5088224412683136,0.3049778798799983,0.2298050544567793,Sand_Drift,1.7559657539234583,5.894277052103136,10.350148647630022,0.738846325105399,96.31628686268763,279.9705387423707,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Plain,2025-05-16 11:00:00,,645.7370043863405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Vibration,6.183953611543616,27.4875873828106,169.98196526855233,17.531043719852605,12.704907624374373,193.72110131590213,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-05-16 12:00:00,,968.8770251002295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.95884022564772,0.3834245850222774,0.3775718882944644,0.29278676259880954,Stable,4.133057117402439,13.416850842302015,55.45261086690325,3.8129697050816715,80.98744426866315,290.6631075300688,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Plain,2025-05-16 13:00:00,,456.6838391728581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,4.23079685097206,27.680252300178072,117.1095242657055,17.07071823039183,15.141193803926733,137.00515175185743,0.0,High_Temperature_Loss,Monitor ventilation. Consider surface cooling.
Plain,2025-05-16 14:00:00,,475.6939705149945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,4.396338100568711,27.524812713980047,121.00838284548854,16.935122034350865,15.795765103330538,142.70819115449834,0.0,High_Temperature_Loss,Monitor ventilation. Consider surface cooling.
Plain,2025-05-16 15:00:00,,841.8705028910634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,8.080932371515631,28.74559037137847,232.29117177040033,18.380290718990757,8.38850077157468,252.56115086731901,0.0,Normal_Operation,No action required. System healthy.
Coastal,2025-05-16 16:00:00,,557.6703456383774,0.0,0.0,0.0,0.0,70.95872627313518,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,5.473414283422221,29.67862522791694,162.44341123481564,19.396100402297968,3.4804836856176635,167.30110369151322,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-05-16 17:00:00,,703.8916511037767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,6.748754416295675,27.298258230554723,184.22924079063594,17.432126023163434,13.168018266367042,211.16749533113298,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-05-16 18:00:00,,855.8133539250007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.970519031533861,0.4902289817868821,0.3132240200536568,0.2302610871623159,Stable,5.672545175743374,19.5406054431287,110.84496713752443,8.627947293773516,56.994163014138536,256.7440061775002,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Himalayan,2025-05-16 19:00:00,,653.1868990747632,0.0,0.0,0.14324232471671117,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,6.156729045487057,27.43865545947387,168.9323670364548,17.224281387316015,14.228402671452622,195.95606972242896,-0.14324232471671117,Normal_Operation,No action required. System healthy.
Plain,2025-05-16 20:00:00,,672.2975510785551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,6.1064036758706415,27.613549231225836,168.61947852939238,16.704154949412203,16.80887576349258,201.68926532356653,0.0,High_Temperature_Loss,Monitor ventilation. Consider surface cooling.
Desert,2025-05-16 21:00:00,,845.6298540360862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.76560697794644,0.4914330060758866,0.30822789453143234,0.24435217673854445,Sand_Drift,5.127989235356613,17.14710634439287,87.93017675156172,6.926664165616225,65.47546542270366,253.68895621082584,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-05-16 22:00:00,,927.8236500477735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.331438946048703,0.5188773761473288,0.3112371059791087,0.28676687266262535,Sand_Drift,6.129856857056313,19.535884507913522,119.7521756094939,8.598343170897712,57.131404712352584,278.34709501433207,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Plain,2025-05-16 23:00:00,,615.2219915355295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,5.836262484961725,29.845706409355685,174.18737665410427,18.85485569881676,6.132149299642697,184.56659746065884,0.0,Normal_Operation,No action required. System healthy.
Coastal,2025-05-17 00:00:00,,734.873142909563,0.0,0.0,0.0,0.0,70.6770913707052,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,6.908810930550953,28.161624695393957,194.5633405176114,17.634517124659432,12.14592539301379,220.4619428728689,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-05-17 01:00:00,,638.9622309038497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,6.187975819660296,28.84608585839807,178.49888178361206,18.604421247132425,7.364100619520453,191.6886692711549,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-05-17 02:00:00,,895.6725419798597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.774796913970146,0.45218807642199677,0.3207251360281433,0.23361039980364157,Stable,5.193125768054933,16.6943046497612,86.69562365643417,6.448126097808045,67.85500294005999,268.7017625939579,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-05-17 03:00:00,,1099.5239033032092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.210658529117538,0.39866531209628586,0.23664492192990805,0.24646399755498938,Stable,5.041210288160557,13.01259267742079,65.59921608105641,3.975021411236211,80.17295019340891,329.85717099096274,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-05-17 04:00:00,,947.7398306340307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.363936210299709,0.4414120976320019,0.28840379989431886,0.23209010043561118,Stable,5.979777358636069,17.813331988678286,106.51975930776602,7.487630364612412,62.66681914585026,284.3219491902092,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Coastal,2025-05-17 05:00:00,,366.5258288960213,0.0,0.0,0.0,0.0,72.0837331730213,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,2.523611113695448,20.183961367584406,50.93646922563558,9.247913985384374,54.09381513527827,109.95774866880639,0.0,Temperature_Severe,⚠️ WARNING: Critical temperature. Check cooling/ventilation.
Plain,2025-05-17 06:00:00,,909.3823588976279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,8.917680755312302,28.950668993738553,258.1728237388789,18.912741071196212,5.712579891545355,272.81470766928834,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-05-17 07:00:00,,632.9511836263946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Vibration,5.934674528251572,27.519281265083087,163.3179775596793,17.183646523862016,14.441850458115058,189.88535508791838,0.0,Normal_Operation,No action required. System healthy.
Coastal,2025-05-17 08:00:00,,283.7803873327565,0.0,0.0,0.0,0.0,80.93913312867856,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,2.698469590753219,28.662504368434433,77.34489643305162,18.127543795481056,10.204109770378055,85.13411619982695,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-05-17 09:00:00,,1064.3379000411464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.334664956106865,0.4797349264990406,0.2910121933461796,0.24553325382717933,Stable,5.939947907960799,16.877748326938246,100.2529458656857,6.275587855026251,68.7004317646777,319.3013700123439,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Coastal,2025-05-17 10:00:00,,44.252909136217795,0.0,0.0,0.0,0.0,75.88625364067357,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,0.3996054428392005,28.95074504637954,11.568875294783288,17.169760381753804,18.962045229873382,13.275872740865339,0.0,High_Temperature_Loss,Monitor ventilation. Consider surface cooling.
Coastal,2025-05-17 11:00:00,,666.9995162421567,0.0,0.0,0.0,0.0,94.60653236039461,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,6.14360041345597,27.50080836792708,168.9539776595702,16.87010485024995,15.98503252696737,200.099854872647,0.0,High_Temperature_Loss,Monitor ventilation. Consider surface cooling.
Himalayan,2025-05-17 12:00:00,,645.9340420582819,0.0,0.0,5.5778710040693635,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Snow_Slide,6.429137457686796,29.051487906580515,186.77600910173174,19.257222845717877,4.109351462446398,193.78021261748455,-5.5778710040693635,Normal_Operation,No action required. System healthy.
Desert,2025-05-17 13:00:00,,991.5766503538521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.916435641433583,0.4542364969250069,0.27582654900112497,0.23378389795449023,Stable,4.247880871386369,13.008925934784605,55.26036763565356,3.7128237054857265,81.48563905555358,297.4729951061556,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Plain,2025-05-17 14:00:00,,431.78705733968627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,3.021950807804948,20.458895499825413,61.825775782494425,9.531004490642514,52.637034785655665,129.53611720190588,0.0,Temperature_Severe,⚠️ WARNING: Critical temperature. Check cooling/ventilation.
Coastal,2025-05-17 15:00:00,,929.3524843681441,0.0,0.0,0.0,0.0,83.55725347528417,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,8.910415262428424,28.51229596029454,254.05639709148477,18.211553085317444,9.202580236652992,278.8057453104432,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-05-17 16:00:00,,702.2372789810416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.80341900776979,0.46833638760929064,0.3343060804386935,0.22320716367153012,Stable,3.368507033262488,14.890609262290756,50.15912202958996,4.757323513894879,76.30328268866873,210.67118369431248,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Plain,2025-05-17 17:00:00,,848.7303551080347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,5.391245176478828,20.071323138304898,108.20942405493416,8.49303849522532,57.66770898981524,254.6191065324104,0.0,Temperature_Severe,⚠️ WARNING: Critical temperature. Check cooling/ventilation.
Himalayan,2025-05-17 18:00:00,,659.1206532804428,0.0,0.0,12.063821587127531,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,6.534701339316614,27.105860656883255,177.12870393786451,17.89755562970036,10.872449248245374,197.73619598413282,-12.063821587127531,Normal_Operation,No action required. System healthy.
Himalayan,2025-05-17 19:00:00,,784.5322257470325,0.0,0.0,14.742242904786753,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,7.518233272591249,29.49315580714757,221.73642530301467,18.826348962481553,6.186860288771435,235.35966772410973,-14.742242904786753,Normal_Operation,No action required. System healthy.
Desert,2025-05-17 20:00:00,,816.2602686291527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.35316248376082,0.5182643067945684,0.26830032683717425,0.2146023534682049,Stable,3.5982368348254052,12.967293092534485,46.65939165353463,3.8077164258383105,81.02336265932674,244.8780805887458,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Plain,2025-05-17 21:00:00,,659.0246672270565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,5.979081347766033,27.210419980654084,162.69331457120902,16.441357365414884,18.12417935438646,197.70740016811695,0.0,High_Temperature_Loss,Monitor ventilation. Consider surface cooling.
